,,,,,,,,,,,,,Asignatura,Nombre Asig.,Créditos Asignatura,Asig. Referenciadas,Sección,Descrip. Evento,Horario,Profesor,Sede,Cat. Paquete,Paquete,Vac. Paquete
,,,,,,,,,,,,,CFG2312,RAZONAMIENTO Y PENSAMIENTO CRÍTICO,5,,Sección 1,CÁTEDRA DE FG01,MA JU 14:30 - 15:50,REYES MIGUEL MARCELO,S-HUECHURABA,Vacantes FG,CFG2312_FG01,45
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1001,INGLÉS GENERAL I,5,"ENG1500, IAE3521, IFM2203",Sección 1,CÁTEDRA INGLÉS 01,MA JU 13:00 - 14:20,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1001_VC01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1001,INGLÉS GENERAL I,5,"ENG1500, IAE3521, IFM2203",Sección 2,CÁTEDRA B-LEARNING HORARIO BLOQUEADO,MI 11:30 - 14:20,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1001_CB02,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 1,CÁTEDRA INGLÉS 01,JU 14:30 - 15:50; LU 16:00 - 17:20,PALOMINOS MARCELA CATALINA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 10,CÁTEDRA INGLÉS 10,MA JU 08:30 - 09:50,DIAZ AMANDA,S-HUECHURABA,Vacantes de Carrera,CIG1002_VC10,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 11,CÁTEDRA B-LEARNING HORARIO BLOQUEADO,MA 10:00 - 12:50,PALOMINOS MARCELA CATALINA,S-SANTIAGO,Vacantes de Carrera,CIG1002_CB11,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 2,CÁTEDRA INGLÉS 02,MI VI 10:00 - 11:20,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC02,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 3,CÁTEDRA INGLÉS 03,LU MI 08:30 - 09:50,PALOMINOS MARCELA CATALINA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC03,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 4,CÁTEDRA INGLÉS 04,LU 10:00 - 11:20; VI 13:00 - 14:20,PALOMINOS MARCELA CATALINA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC04,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 5,CÁTEDRA INGLÉS 05,MI VI 08:30 - 09:50,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC05,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 6,CÁTEDRA INGLÉS 06,MA JU 08:30 - 09:50,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC06,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 7,CÁTEDRA INGLÉS 07,MA JU 10:00 - 11:20,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC07,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 8,CÁTEDRA INGLES 08,MA JU 11:30 - 12:50,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC08,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1002,INGLÉS GENERAL II,5,"ENG2100, IAE3621, IFM2303, CI",Sección 9,CÁTEDRA INGLÉS 09,JU 14:30 - 15:50; LU 16:00 - 17:20,GARRIDO ALFREDO,S-SANTIAGO,Vacantes de Carrera,CIG1002_VC09,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 1,CÁTEDRA INGLÉS 01,JU 14:30 - 15:50; LU 16:00 - 17:20,ACEITUNO ADOLFO ENRIQUE,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 10,CÁTEDRA INGLÉS 10,LU MI 08:30 - 09:50,NEGRETE NORMA ENRIQUETA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC10,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 11,CÁTEDRA INGLÉS 11,LU MI 10:00 - 11:20,NEGRETE NORMA ENRIQUETA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC11,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 12,CÁTEDRA INGLÉS 12,MA JU 10:00 - 11:20,SCHIAPPACASSE VILMA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC12,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 13,CÁTEDRA INGLÉS 13,MI VI 10:00 - 11:20,MOYANO NATALY DEL SOL,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC13,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 14,CÁTEDRA INGLÉS 14,MI VI 11:30 - 12:50,CONTRERAS EUGENIA BEATRIZ,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC14,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 15,CÁTEDRA INGLÉS 15,MA JU 11:30 - 12:50,SCHIAPPACASSE VILMA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC15,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 16,CÁTEDRA INGLÉS 16,MI VI 13:00 - 14:20,MOYANO NATALY DEL SOL,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC16,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 17,CÁTEDRA INGLÉS 17,MI VI 14:30 - 15:50,MOYANO NATALY DEL SOL,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC17,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 18,CÁTEDRA INGLÉS 18,MI JU 10:00 - 11:20,RAMIREZ PAMELA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC18,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 19,CÁTEDRA INGLÉS 19,MI JU 11:30 - 12:50,RAMIREZ PAMELA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC19,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 2,CÁTEDRA INGLÉS 02,MA JU 16:00 - 17:20,ACEITUNO ADOLFO ENRIQUE,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC02,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 20,CÁTEDRA INGLÉS 20,MA JU 14:30 - 15:50,CEA KAREM CAROL,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC20,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 21,CÁTEDRA INGLÉS 21,MA JU 16:00 - 17:20,CEA KAREM CAROL,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC21,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 22,CÁTEDRA INGLÉS 22,LU VI 11:30 - 12:50,VÁSQUEZ JORGE ANDRÉS,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC22,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 23,CÁTEDRA INGLÉS 23,MA JU 10:00 - 11:20,POBLETE JAVIERA FRANCISCA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC23,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 24,CÁTEDRA INGLÉS 24,LU MI 10:00 - 11:20,CUITIÑO JOCELYN,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC24,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 25,CÁTEDRA INGLÉS 25,JU 16:00 - 17:20; LU 14:30 - 15:50,GARRIDO ALFREDO,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC25,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 26,CÁTEDRA INGLÉS 26,LU JU 17:25 - 18:45,GARRIDO ALFREDO,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC26,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 27,CÁTEDRA INGLES 27,MA JU 08:30 - 09:50,ARAOS JENNY FABIOLA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC27,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 28,CÁTEDRA INGLÉS 28,LU MI 08:30 - 09:50,ARAOS JENNY FABIOLA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC28,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 29,CÁTEDRA INGLÉS 29,MA VI 10:00 - 11:20,ARCE CARLOS ANDRES,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC29,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 3,CÁTEDRA INGLÉS 03,MA VI 14:30 - 15:50,ACEITUNO ADOLFO ENRIQUE,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC03,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 30,CÁTEDRA INGLÉS 30,MA VI 11:30 - 12:50,ARCE CARLOS ANDRES,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC30,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 31,CÁTEDRA INGLÉS 31,LU MI 13:00 - 14:20,CELIS MARIA PAULINA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC31,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 32,CÁTEDRA INGLÉS 32,MA JU 13:00 - 14:20,CELIS MARIA PAULINA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC32,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 33,CÁTEDRA INGLÉS 33,LU MI 13:00 - 14:20,ARAVENA ERICK,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC33,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 34,CÁTEDRA INGLÉS 34,LU MI 14:30 - 15:50,ARAVENA ERICK,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC34,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 35,CÁTEDRA INGLÉS 35,LU MI 16:00 - 17:20,ARAVENA ERICK,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC35,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 36,CÁTEDRA INGLÉS 36,LU 14:30 - 15:50; MI 13:00 - 14:20,BAMBACH MARIA EUGENIA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC36,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 37,CÁTEDRA INGLES 37,LU 16:00 - 17:20; MI 14:30 - 15:50,BAMBACH MARIA EUGENIA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC37,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 38,CÁTEDRA INGLÉS 38,MI VI 08:30 - 09:50,CONTRERAS EUGENIA BEATRIZ,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC38,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 39,CÁTEDRA INGLES 39,MI VI 10:00 - 11:20,CONTRERAS EUGENIA BEATRIZ,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC39,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 4,CÁTEDRA INGLÉS 04,MA JU 13:00 - 14:20,ACEITUNO ADOLFO ENRIQUE,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC04,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 40,CÁTEDRA INGLES 40,MA JU 11:30 - 12:50,POBLETE JAVIERA FRANCISCA,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC40,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 41,CÁTEDRA INGLÉS 41,MA JU 10:00 - 11:20,DIAZ AMANDA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC41,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 42,CÁTEDRA INGLES 42,JU 17:25 - 18:45; LU 16:00 - 17:20,ACUÑA SYLVIA VICTORIA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC42,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 43,CÁTEDRA INGLES 43,LU MI 08:30 - 09:50,SALINAS MARTA AZUCENA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC43,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 44,CÁTEDRA INGLES 44,MA JU 08:30 - 09:50,SALINAS MARTA AZUCENA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC44,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 45,CÁTEDRA INGLES 45,LU MI 10:00 - 11:20,SALINAS MARTA AZUCENA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC45,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 46,CÁTEDRA INGLES 46,MA JU 10:00 - 11:20,SALINAS MARTA AZUCENA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC46,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 47,CÁTEDRA INGLES 47,MA JU 11:30 - 12:50,SALINAS MARTA AZUCENA,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC47,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 48,CÁTEDRA INGLES 48,MA JU 11:30 - 12:50,RODRIGUEZ KARINA STEPHANIE,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC48,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 49,CÁTEDRA INGLES 49,MA JU 14:30 - 15:50,RODRIGUEZ KARINA STEPHANIE,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC49,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 5,CÁTEDRA INGLÉS 05,LU 10:00 - 11:20; VI 13:00 - 14:20,ACEITUNO ADOLFO ENRIQUE,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC05,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 50,CÁTEDRA INGLÉS 50,LU MI 08:30 - 09:50,TORRES OSMAN LUCIANO,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC50,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 51,CÁTEDRA INGLÉS 51,MA JU 08:30 - 09:50,TORRES OSMAN LUCIANO,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC51,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 52,CÁTEDRA INGLÉS 52,LU MI 10:00 - 11:20,TORRES OSMAN LUCIANO,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC52,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 53,CÁTEDRA INGLÉS 53,MA JU 10:00 - 11:20,TORRES OSMAN LUCIANO,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC53,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 54,CÁTEDRA INGLÉS 54,LU MI 11:30 - 12:50,TORRES OSMAN LUCIANO,S-HUECHURABA,Vacantes de Carrera,CIG1003_VC54,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 55,CÁTEDRA B-LEARNING HORARIO BLOQUEADO,VI 11:30 - 14:20,DIAZ MABEL ISAURA,S-SANTIAGO,Vacantes de Carrera,CIG1003_CB55,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 6,CÁTEDRA INGLÉS 06,LU MI 16:00 - 17:20,MELLA ALEX AGUSTIN,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC06,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 7,CÁTEDRA INGLÉS 07,LU MI 17:25 - 18:45,MELLA ALEX AGUSTIN,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC07,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 8,CÁTEDRA INGLÉS 08,LU MI 18:50 - 20:10,MELLA ALEX AGUSTIN,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC08,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1003,INGLÉS GENERAL III,5,"ENG2500, IAE3721, ICO8703, CI",Sección 9,CÁTEDRA INGLÉS 09,MA JU 18:50 - 20:10,MELLA ALEX AGUSTIN,S-SANTIAGO,Vacantes de Carrera,CIG1003_VC09,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2318,RELACIONES DE GÉNERO Y VIOLENCIA,5,,Sección 1,CÁTEDRA DE FG01,LU 13:00 - 14:20; MI 11:30 - 12:50,PEÑA PATRICIA EUGENIA,S-SANTIAGO,Vacantes FG,CFG2318_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1094,EL EVANGELIO SEGÚN EL CINE,5,,Sección 1,CÁTEDRA FG01,JU 16:00 - 17:20,,S-ALBHURTADO,Vacantes FG,UAH1094_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
