,,,,,,,,,,,,,Asignatura,Nombre Asig.,Créditos Asignatura,Asig. Referenciadas,Sección,Descrip. Evento,Horario,Profesor,Sede,Cat. Paquete,Paquete,Vac. Paquete
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1095,ASOMBRO Y CONTEMPLACIÓN,5,,Sección 1,CÁTEDRA FG01,MI 10:00 - 11:20,,S-ALBHURTADO,Vacantes FG,UAH1095_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2325,B-LEARNING DILEMAS ÉTICOS DE LAS DEMOC,5,,Sección 1,B-LEARNING FG01,SA 10:00 - 12:50,SILVA ANGELA RUTH,S-SANTIAGO,Vacantes FG,CFG2325_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2323,B-LEARNING BIOÉTICA Y SOCIEDAD ACTUAL,5,,Sección 1,B-LEARNING FG01,MA 18:50 - 21:35,CORREA ANDRES ALEJANDRO,S-SANTIAGO,Vacantes FG,CFG2323_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2322,B-LEARNING MEDIOAMBIENTE Y CIUDADANÍA,5,,Sección 1,B-LEARNING FG01,VI 16:00 - 18:45,VALDERRAMA LORENA BEATRIZ,S-SANTIAGO,Vacantes FG,CFG2322_FG01,55
,,,,,,,,,,,,,CFG2322,B-LEARNING MEDIOAMBIENTE Y CIUDADANÍA,5,,Sección 1,B-LEARNING FG01,VI 16:00 - 18:45,MEIER  STEFAN ALEXANDER,S-SANTIAGO,Vacantes FG,CFG2322_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2324,B-LEARNING CINE LATINOAMERICANO,5,,Sección 1,B-LEARNING FG01,MA 16:00 - 18:45,VERGARA XIMENA ANDREA,S-SANTIAGO,Vacantes FG,CFG2324_FG01,55
,,,,,,,,,,,,,CFG2324,B-LEARNING CINE LATINOAMERICANO,5,,Sección 1,B-LEARNING FG01,MA 16:00 - 18:45,VARGAS FRANCISCA,S-SANTIAGO,Vacantes FG,CFG2324_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1101,EL EVANGELIO EN ESCENA,5,,Sección 1,CÁTEDRA FG01,JU 14:30 - 17:20,,S-ALBHURTADO,Vacantes FG,UAH1101_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 1,CÁTEDRA INGLÉS 01,LU MI 10:00 - 11:20,SANI QUIRIAN GRISELLI,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 10,CÁTEDRA INGLÉS 10,LU MI 13:00 - 14:20,NEGRETE NORMA ENRIQUETA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC10,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 11,CÁTEDRA INGLÉS 11,LU MI 14:30 - 15:50,NEGRETE NORMA ENRIQUETA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC11,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 12,CÁTEDRA INGLÉS 12,LU MI 13:00 - 14:20,SCHIAPPACASSE VILMA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC12,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 13,CÁTEDRA INGLÉS 13,LU MI 14:30 - 15:50,SCHIAPPACASSE VILMA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC13,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 14,CÁTEDRA INGLES 14,MI VI 08:30 - 09:50,LUCERO VERONICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC14,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 15,CÁTEDRA INGLES 15,MI VI 10:00 - 11:20,LUCERO VERONICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC15,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 16,CÁTEDRA INGLES 16,MI VI 11:30 - 12:50,LUCERO VERONICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC16,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 17,CÁTEDRA INGLES 17,LU MI 14:30 - 15:50,POBLETE JAVIERA FRANCISCA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC17,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 18,CÁTEDRA INGLES 18,LU MI 16:00 - 17:20,POBLETE JAVIERA FRANCISCA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC18,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 19,CÁTEDRA INGLES 19,LU MI 11:30 - 12:50,CUITIÑO JOCELYN,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC19,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 2,CÁTEDRA INGLÉS 02,LU MI 11:30 - 12:50,SANI QUIRIAN GRISELLI,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC02,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 20,CÁTEDRA INGLES 20,MI VI 11:30 - 12:50,MOYANO NATALY DEL SOL,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC20,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 21,CÁTEDRA INGLES 21,LU MI 13:00 - 14:20,CUITIÑO JOCELYN,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC21,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 22,CÁTEDRA INGLES 22,MI JU 08:30 - 09:50,RAMIREZ PAMELA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC22,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 23,CÁTEDRA INGLES 23,MI VI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC23,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 24,CÁTEDRA INGLÉS,MA JU 10:00 - 11:20,RODRIGUEZ KARINA STEPHANIE,S-HUECHURABA,Vacantes de Carrera,CIG1014_VC24,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 25,CÁTEDRA B-LEARNING HORARIO BLOQUEADO,MI 10:00 - 12:50,PALOMINOS MARCELA CATALINA,S-SANTIAGO,Vacantes de Carrera,CIG1014_CB25,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 3,CÁTEDRA INGLÉS 03,LU MI 13:00 - 14:20,SANI QUIRIAN GRISELLI,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC03,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 4,CÁTEDRA INGLÉS 04,MA JU 16:00 - 17:20,SANI QUIRIAN GRISELLI,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC04,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 5,CÁTEDRA INGLÉS 05,MA JU 17:25 - 18:45,SANI QUIRIAN GRISELLI,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC05,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 6,CÁTEDRA INGLÉS 06,MA JU 10:00 - 11:20,NORAMBUENA CAROLINA ANGELICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC06,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 7,CÁTEDRA INGLÉS 07,MA JU 11:30 - 12:50,NORAMBUENA CAROLINA ANGELICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC07,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 8,CÁTEDRA INGLÉS 08,MA JU 14:30 - 15:50,NORAMBUENA CAROLINA ANGELICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC08,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CIG1014,INGLÉS GENERAL III,5,ICG3573,Sección 9,CÁTEDRA INGLÉS 09,MA JU 16:00 - 17:20,NORAMBUENA CAROLINA ANGELICA,S-SANTIAGO,Vacantes de Carrera,CIG1014_VC09,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2331,LAS SUSTANCIAS PSICOACTIVAS (DROGAS),5,,Sección 1,CÁTEDRA DE FG01,MA JU 11:30 - 12:50,PEÑA PATRICIA EUGENIA,S-HUECHURABA,Vacantes FG,CFG2331_FG01,45
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2335,PSICOANÁLISIS Y CRIMINOLOGÍA,5,,Sección 1,B-LEARNING FG01,MI JU 17:25 - 18:45,ALVEAR KATHERINE,S-SANTIAGO,Vacantes FG,CFG2335_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2336,EL PODER CONTRA EL CINE DEL CUERPO,5,,Sección 1,CÁTEDRA DE FG01,LU 10:00 - 12:50,SANCHEZ LUIS CRISTIAN,S-SANTIAGO,Vacantes FG,CFG2336_FG01,55
,,,,,,,,,,,,,CFG2336,EL PODER CONTRA EL CINE DEL CUERPO,5,,Sección 1,CÁTEDRA DE FG01,LU 10:00 - 12:50,SOTO DIEGO ALONSO,S-SANTIAGO,Vacantes FG,CFG2336_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2339,ESCRITURA ACADÉMICA,5,,Sección 1,B-LEARNING FG01,VI 08:30 - 11:20,PUGA JUANA,S-SANTIAGO,Vacantes FG,CFG2339_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2341,"PSICOLOGÍA, CINE Y NEUROCIENCIA",5,,Sección 1,CÁTEDRA DE FG01,MI 14:30 - 17:20,LAVIN CLAUDIO SEBASTIAN,S-SANTIAGO,Vacantes FG,CFG2341_FG01,55
,,,,,,,,,,,,,CFG2341,"PSICOLOGÍA, CINE Y NEUROCIENCIA",5,,Sección 1,CÁTEDRA DE FG01,MI 14:30 - 17:20,MARTIN ANTONIA,S-SANTIAGO,Vacantes FG,CFG2341_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2343,FOTOGRAFÍA Y MEMORIA,5,,Sección 1,B-LEARNING FG01,MA 16:00 - 18:45,CIFUENTES MARIA ANGELA,S-SANTIAGO,Vacantes FG,CFG2343_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2347,"ACCIÓN, INTENCIÓN Y SUS EFECTOS",5,,Sección 1,CÁTEDRA DE FG01,MA MI 16:00 - 17:20,ORMEÑO JUAN ANTONIO,S-SANTIAGO,Vacantes FG,CFG2347_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2350,"CULTURA Y NEGOCIOS EN ASIA: CHINA, COREA",5,,Sección 1,CÁTEDRA DE FG01,MA JU 08:30 - 09:50,SILVA SANDRA ISABEL,S-HUECHURABA,Vacantes FG,CFG2350_FG01,1
,,,,,,,,,,,,,CFG2350,"CULTURA Y NEGOCIOS EN ASIA: CHINA, COREA",5,,Sección 1,CÁTEDRA DE FG01,MA JU 08:30 - 09:50,NEGHME VERONICA IRIS,S-HUECHURABA,Vacantes FG,CFG2350_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1106,EXISTENCIA HUMANA Y BÚSQUEDA DE SENTIDO,5,,Sección 1,CÁTEDRA FG01,MI 08:30 - 09:50,,S-ALBHURTADO,Vacantes FG,UAH1106_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2352,MUJER Y PENSAMIENTO,5,,Sección 1,CÁTEDRA DE FG01,MI VI 13:00 - 14:20,SANHUEZA MARIA SOLEDAD,S-SANTIAGO,Vacantes FG,CFG2352_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2354,B-LEARNING GUERRA FRÍA Y SOCIEDAD ACTUAL,5,,Sección 1,B-LEARNING FG01,MA 17:25 - 20:10,NAVARRO VALERIA SONIA EVA,S-SANTIAGO,Vacantes FG,CFG2354_FG,55
,,,,,,,,,,,,,CFG2354,B-LEARNING GUERRA FRÍA Y SOCIEDAD ACTUAL,5,,Sección 1,B-LEARNING FG01,MA 17:25 - 20:10,MEDINA IVÁN ANDRÉS,S-SANTIAGO,Vacantes FG,CFG2354_FG,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2355,B-LEARNING ARTE Y MEMORIA EN AMÉRICA LAT,5,,Sección 1,B-LEARNING FG01,LU 17:25 - 20:10,GALLARDO MILENA SUSANA,S-SANTIAGO,Vacantes FG,CFG2355_FG01,55
,,,,,,,,,,,,,CFG2355,B-LEARNING ARTE Y MEMORIA EN AMÉRICA LAT,5,,Sección 1,B-LEARNING FG01,LU 17:25 - 20:10,LOPEZ ANA PAOLA,S-SANTIAGO,Vacantes FG,CFG2355_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2353,B-LEARNING MIGRACIONES Y DIVERSIDAD CULT,5,,Sección 1,B-LEARNING FG01,VI 11:30 - 14:20,AGAR LORENZO RENE,S-SANTIAGO,Vacantes FG,CFG2353_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2358,ESCRITORAS NORTEAMERICANAS,5,,Sección 1,B-LEARNING FG01,MA 11:30 - 14:20,ABALO BERNARDITA MARIA MILAGROS,S-SANTIAGO,Vacantes FG,CFG2358_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2365,PROBLEMAS ÉTICOS-JURÍDICOS,5,,Sección 1,CÁTEDRA DE FG01,MA JU 14:30 - 15:50,TAPIA PATRICIO LORENZO,S-SANTIAGO,Vacantes FG,CFG2365_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2368,FEMINISMO DIVERSOS Y DISIDENCIAS SEXUALE,5,,Sección 1,CÁTEDRA DE FG01,JU 11:30 - 14:20,GILLMORE MARÍA GRACIA,S-SANTIAGO,Vacantes FG,CFG2368_FG01,55
,,,,,,,,,,,,,CFG2368,FEMINISMO DIVERSOS Y DISIDENCIAS SEXUALE,5,,Sección 1,CÁTEDRA DE FG01,JU 11:30 - 14:20,DURAND MARIA TERESA,S-SANTIAGO,Vacantes FG,CFG2368_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2369,VARONES HEGEMÓNICOS: MASCULINIDADES Y PA,5,,Sección 1,CÁTEDRA DE FG01,MI 16:00 - 18:45,ZENTENO ANDRÉS RAÚL,S-SANTIAGO,Vacantes FG,CFG2369_FG01,55
,,,,,,,,,,,,,CFG2369,VARONES HEGEMÓNICOS: MASCULINIDADES Y PA,5,,Sección 1,CÁTEDRA DE FG01,MI 16:00 - 18:45,DURAND MARIA TERESA,S-SANTIAGO,Vacantes FG,CFG2369_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1118,LA IGLESIA Y LOS ORÍGENES CRISTIANOS,5,,Sección 1,CÁTEDRA FG01,JU 17:25 - 18:45,,S-ALBHURTADO,Vacantes FG,UAH1118_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2374,MOVIMIENTOS DE DDHH EN EL CONO SUR,5,,Sección 1,CÁTEDRA DE FG01,LU VI 11:30 - 12:50,GALLARDO MILENA SUSANA,S-SANTIAGO,Vacantes FG,CFG2374_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2378,B-LEARNING BLACK POWER,5,,Sección 1,B-LEARNING FG01,MA 16:00 - 18:45,BENITEZ FRANCISCA VALENTINA,S-SANTIAGO,Vacantes FG,CFG2378_FG01,55
,,,,,,,,,,,,,CFG2378,B-LEARNING BLACK POWER,5,,Sección 1,B-LEARNING FG01,MA 16:00 - 18:45,VICUÑA MANUEL JOSE,S-SANTIAGO,Vacantes FG,CFG2378_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1121,TEOLOGÍA DEL TRABAJO,5,,Sección 1,CÁTEDRA FG01,MA JU 08:30 - 09:50,,S-ALBHURTADO,Vacantes FG,UAH1121_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2380,HISTORIA LGBTI DE CHILE,5,,Sección 1,CÁTEDRA DE FG01,MA JU 16:00 - 17:20,BARRIENTOS CLAUDIO JAVIER,S-SANTIAGO,Vacantes FG,CFG2380_FG01,55
,,,,,,,,,,,,,CFG2380,HISTORIA LGBTI DE CHILE,5,,Sección 1,CÁTEDRA DE FG01,MA JU 16:00 - 17:20,FUENZALIDA ALEJANDRA,S-SANTIAGO,Vacantes FG,CFG2380_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2383,CIENCIA Y SOCIEDAD,5,,Sección 1,CÁTEDRA DE FG01,LU MI 14:30 - 15:50,BUSTA CRISTIAN ANDRÉS,S-SANTIAGO,Vacantes FG,CFG2383_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2384,B-LEARNING EDUC EN EL MUNDO CONTEMP,5,,Sección 1,B-LEARNING FG01,MA 10:00 - 12:50,BRUNNER JOSE JOAQUIN,S-SANTIAGO,Vacantes FG,CFG2384_FG01,55
,,,,,,,,,,,,,CFG2384,B-LEARNING EDUC EN EL MUNDO CONTEMP,5,,Sección 1,B-LEARNING FG01,MA 10:00 - 12:50,VALENZUELA MARIA JOSE,S-SANTIAGO,Vacantes FG,CFG2384_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,5,,Sección 1,CÁTEDRA DE FG01,MA VI 11:30 - 12:50,ZUBICUETA VALENTINA ANDREA,S-SANTIAGO,Vacantes FG,CFG2385_FG01,55
,,,,,,,,,,,,,CFG2385,¿QUÉ SE CUENTA EN LATINOAMÉRICA HOY?,5,,Sección 1,CÁTEDRA DE FG01,MA VI 11:30 - 12:50,MÜLLER BRENDA,S-SANTIAGO,Vacantes FG,CFG2385_FG01,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2387,ASTRONOMIA GENERAL,5,,Sección 1,CÁTEDRA DE FG01,JU VI 16:00 - 17:20,RICCI CLAUDIO,S-SANTIAGO,Vacantes FG,CFG2387_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2390,NEUROCIENCIA Y LA ERA DIGITAL,5,,Sección 1,CÁTEDRA DE FG01,MA JU 16:00 - 17:20,LOYOLA SEBASTIÁN,S-HUECHURABA,Vacantes FG,CFG2390_FG01,45
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1122,HISTORIA HETERODOXA DEL CRISTIANISMO,5,,Sección 1,CÁTEDRA FG01,VI 10:00 - 11:20,,S-ALBHURTADO,Vacantes FG,UAH1122_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1127,"RELIGIOSIDAD, ARTES Y FESTIVIDAD",5,,Sección 1,CÁTEDRA FG01,MA 13:00 - 14:20,,S-ALBHURTADO,Vacantes FG,UAH1127_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1128,"MEDIO AMBIENTE, FRATERNIDAD E IGLESIA",5,,Sección 1,CÁTEDRA FG01,LU 16:00 - 17:20,,S-ALBHURTADO,Vacantes FG,UAH1128_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1129,TOTALITARISMO DEMOCRACIA Y ENSEÑANZA,5,,Sección 1,CÁTEDRA FG01,LU MI 13:00 - 14:20,,S-ALBHURTADO,Vacantes FG,UAH1129_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1132,MOVILIDAD HUMANA Y MIGRACIÓN,5,,Sección 1,CÁTEDRA FG01,LU 16:00 - 18:45,,S-ALBHURTADO,Vacantes FG,UAH1132_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1133,TEOLOGÍA Y SISTEMA CARCELARIO CHILENO,5,,Sección 1,CÁTEDRA FG01,MA 17:25 - 18:45,,S-ALBHURTADO,Vacantes FG,UAH1133_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
